"x"
0
0
0
0
0
0
0
0
0
0.2
0
1
0.6
0.8
0
14.2
2.8
0.2
2.6
7.4
13.8
9.6
3.9
2.6
0
8.4
2.1
1.2
3.4
10.4
2.8
50.8
44.9
0.4
60
17.4
4
0
3
6.3
0.2
37.1
1
0.1
7.4
3.6
11.4
13.1
0.8
0
9.7
7.2
18.5
0.5
1
8.8
35.2
12.5
10.4
18
10.5
12.4
19.6
22
3.6
12.7
15.5
7.8
60.5
18.6
2.3
0
0
0.4
0
0.4
0
0
0
0.7
0
93.6
0
1
0.2
1
0.5
7.8
9
7.7
13
31.2
5.6
0.4
1.3
3
0
0
0
3.6
17.9
7.8
21.7
16.2
15
7.6
0
0
0
4.3
2.6
34.5
4.9
0.2
0.6
58.4
5.2
16.5
2.6
0.4
7.4
46.4
3.6
0
13.8
10.6
4
0
0
0
0
1.8
6.9
0
0.3
23.9
35.2
3
6
19.4
6.4
0
1.2
5.6
1.1
8.4
1.8
2
5
2.1
0
5.6
4.2
15.2
0
16.1
15.8
53.2
0
9.6
3
8.6
0
5.2
0.4
15
0.4
1
0
0
0
0
0
0
0
0.2
0
13
0.2
0
0
0.4
4.8
2.3
12.6
12.2
9.3
4.8
24.6
0
4
5.4
3.8
1
13.6
17.4
3.1
4.8
14.4
0
0.3
0.1
25
27.7
1.8
0
13.1
9.4
26.9
8.2
15
0
0
0.2
0
0.1
16.6
0.4
0
0
0
0
0.2
0
0
0
0
0
0
0
0
1.2
0
0
0
0
0
0
0
0
0
0
1.5
0
0
1
4.6
0
4
1.6
0
0
0
0
0
0
0.1
0
0
0
0
6
0
0
0
0
0
0.5
23.4
0
0
0
0
0
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
7.2
8.8
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.4
0
0
0
4.6
0
0
0
0
0
0
0
0
0
0.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.1
0
0
5.2
76.4
13.6
6
0
0
0.1
0
0
0
0
0
0
9.4
0.4
0
1
0
16.6
1.1
1.2
1.6
0
2
0.4
0
0
0
0
0
0
0
0
11.4
33.9
18.3
50.4
3.6
3
0.6
0
31.7
0
0
0
0
0
20.6
3
0
47.4
49.3
1.8
19
0
0.6
19
9.9
71.8
5
15.4
0.4
0.4
6.8
14.2
33.6
215.8
23
30.2
4
0.6
5
3.7
2.2
0
16.4
15
16.9
51.8
12.6
2
1.1
0
0
2.1
0
6.1
5.8
35.1
27
1
24.6
6.4
33.8
28.2
0.6
0
20.8
40.3
61.1
1.8
46.3
15.6
22
28
6.4
51.6
14.3
6.7
0
0
0
7.6
0
0
1.6
14.2
6.8
0
1.2
21.4
14.9
8.8
1.8
0.1
40
25.6
20.6
0.6
9.6
0.9
5.2
0.5
134.2
0
32
8.6
0
0
0
14.9
0
8.4
9.7
23
22.6
21.3
8.9
1
1.2
0
5.6
0
0
0
0
0
22.8
0
8
11.4
14.2
60.3
1.6
0
11.6
1.2
47.5
6.2
5.6
22.8
2.2
8.3
35
0
0
0
3
12.6
0.6
1.2
4.4
3.2
10.4
34.8
2.2
10.1
0
0.3
0.1
0
0.4
24.6
5.9
2
4.8
0
5.4
0
3.4
0
0
10.6
0.3
0
21.9
0.4
0
24
3.7
4.6
0
0.1
0
0
5
32.2
9.7
10.8
9
18.8
0
11.6
0
0.1
0
6.4
11
9.8
0.2
0
0.9
0
0
0
0
4.4
3.2
15.8
25
9.7
10.6
0
11.3
11.5
22.4
0.2
0
0.6
11
0
0
0
0
0
18.3
0
0
0
2.1
0
0
0
0
0
0
0
0
0
16.4
0
1.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.8
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.2
0
0
0
0
0
0
0
0
52.8
28.8
0
0
21.4
0.7
0.2
0
0
0
0
18
0
0
0
0
0
0.6
0
0
0
0
0
0
0
26.4
46.9
0
19.3
17
0
6.6
0.8
0
15.4
15.2
0
0
3.5
0
0
41.1
12.2
44.8
2.2
5
73.7
16.9
