"date","Data","Precipitacao","TempMaxima","TempMinima","Temp.Comp.Media","Umidade.Relativa.Media","year","month","day","n","Sem_Ano","Ano"
2003-01-01,2003-01-01,2,30.5,25.96,23.9,86.25,"2003","01","01",65,"03/01",2003
2003-01-02,2003-01-02,11.3,32.3,26.96,23.5,84,"2003","01","02",223,"03/01",2003
2003-01-03,2003-01-03,34.6,30.3,26.8,24.3,88.75,"2003","01","03",239,"03/01",2003
2003-01-04,2003-01-04,3.4,32.6,28.22,24.7,82.25,"2003","01","04",115,"03/01",2003
2003-01-05,2003-01-05,0,33.1,28.36,24.3,81.5,"2003","01","05",84,"03/01",2003
2003-01-06,2003-01-06,0,34.3,28.78,25.6,73.75,"2003","01","06",389,"03/01",2003
2003-01-07,2003-01-07,0,33.5,28.4,25.1,80.25,"2003","01","07",289,"03/01",2003
2003-01-08,2003-01-08,6,32.5,29.08,25.1,77,"2003","01","08",293,"03/02",2003
2003-01-09,2003-01-09,0.4,33.1,28.66,26,84,"2003","01","09",252,"03/02",2003
2003-01-10,2003-01-10,4.4,33.1,28.66,25.8,83.5,"2003","01","10",296,"03/02",2003
2003-01-12,2003-01-12,7.6,32.3,27.44,24.1,80.75,"2003","01","12",115,"03/02",2003
2003-01-13,2003-01-13,0,33.1,27.68,25.1,80,"2003","01","13",469,"03/02",2003
2003-01-15,2003-01-15,0.4,32.1,27.6,25.1,84,"2003","01","15",249,"03/03",2003
2003-01-17,2003-01-17,0.5,31.6,27.22,24.9,82,"2003","01","17",249,"03/03",2003
2003-01-18,2003-01-18,0,32.1,28.12,25.1,75.75,"2003","01","18",105,"03/03",2003
2003-01-19,2003-01-19,0,33.3,28.6,23.9,71,"2003","01","19",81,"03/03",2003
2003-01-20,2003-01-20,0,33.9,29.12,24.5,70.25,"2003","01","20",346,"03/03",2003
2003-01-21,2003-01-21,0,34.1,29.24,25.1,63.75,"2003","01","21",227,"03/03",2003
2003-01-24,2003-01-24,0,28.3,26.2,24.9,87,"2003","01","24",228,"03/04",2003
2003-01-25,2003-01-25,1.8,29.1,26.16,24.1,90,"2003","01","25",103,"03/04",2003
2003-01-26,2003-01-26,11.4,27.1,24.88,23.3,92,"2003","01","26",86,"03/04",2003
2003-01-27,2003-01-27,4.8,32.1,27.12,23.1,81.25,"2003","01","27",349,"03/04",2003
2003-01-29,2003-01-29,0.1,30.6,27.68,25.8,82.5,"2003","01","29",199,"03/05",2003
2003-01-30,2003-01-30,0,31.5,27.04,24.5,83,"2003","01","30",203,"03/05",2003
2003-02-01,2003-02-01,0,29.7,26.08,23.7,87.5,"2003","02","01",113,"03/05",2003
2003-02-02,2003-02-02,17.8,29.1,25.52,23.1,93,"2003","02","02",79,"03/05",2003
2003-02-03,2003-02-03,19.2,31.7,26.72,23.7,85,"2003","02","03",402,"03/05",2003
2003-02-04,2003-02-04,2.6,31.1,26.38,24.2,92,"2003","02","04",324,"03/05",2003
2003-02-05,2003-02-05,4.8,31.9,27.4,24.3,83,"2003","02","05",319,"03/06",2003
2003-02-06,2003-02-06,4.2,31.9,27.36,24.1,81.5,"2003","02","06",271,"03/06",2003
2003-02-07,2003-02-07,0,32.9,27.28,24.5,82.75,"2003","02","07",274,"03/06",2003
2003-02-08,2003-02-08,5.6,29.7,25.52,23.5,94.5,"2003","02","08",88,"03/06",2003
2003-02-09,2003-02-09,18,28.3,25.46,23.4,89.75,"2003","02","09",68,"03/06",2003
2003-02-10,2003-02-10,1.4,30.2,26.5,23.9,87.25,"2003","02","10",333,"03/06",2003
2003-02-11,2003-02-11,0,30.5,27.04,24.1,80.25,"2003","02","11",295,"03/06",2003
2003-02-12,2003-02-12,27.6,32.5,27.36,23.9,75.25,"2003","02","12",244,"03/07",2003
2003-02-13,2003-02-13,0,33.1,28.48,24.3,73.75,"2003","02","13",215,"03/07",2003
2003-02-14,2003-02-14,0,33.5,29.62,26.4,66.25,"2003","02","14",205,"03/07",2003
2003-02-15,2003-02-15,0,33.2,28.68,25.8,73.75,"2003","02","15",85,"03/07",2003
2003-02-16,2003-02-16,0,33.8,28.78,25.1,75,"2003","02","16",60,"03/07",2003
2003-02-17,2003-02-17,0,31.9,27.58,25.6,81.25,"2003","02","17",326,"03/07",2003
2003-02-18,2003-02-18,0,33.7,26.92,24.5,85.5,"2003","02","18",251,"03/07",2003
2003-02-19,2003-02-19,32.6,31.5,27.36,24.3,80.5,"2003","02","19",215,"03/08",2003
2003-02-20,2003-02-20,0,33.7,28.64,25.1,79,"2003","02","20",218,"03/08",2003
2003-02-21,2003-02-21,0,33.4,26.86,24.5,86.25,"2003","02","21",224,"03/08",2003
2003-02-22,2003-02-22,138.8,32.6,27.38,23.3,82,"2003","02","22",100,"03/08",2003
2003-02-23,2003-02-23,1.2,29.9,26.04,24.5,88.75,"2003","02","23",81,"03/08",2003
2003-02-24,2003-02-24,40.6,25.3,24.2,23.3,91,"2003","02","24",344,"03/08",2003
2003-02-25,2003-02-25,25.4,32.1,26.96,22.7,82.25,"2003","02","25",382,"03/08",2003
2003-02-26,2003-02-26,0,33.7,28.04,23.9,80.5,"2003","02","26",292,"03/09",2003
2003-02-27,2003-02-27,0.3,31.8,26.9,24.3,87.5,"2003","02","27",306,"03/09",2003
2003-02-28,2003-02-28,0.8,29.2,26.58,23.7,87.5,"2003","02","28",246,"03/09",2003
2003-03-01,2003-03-01,19.6,32.7,27.2,23.7,89.25,"2003","03","01",114,"03/09",2003
2003-03-02,2003-03-02,5.4,30.1,26.28,23.7,92.5,"2003","03","02",125,"03/09",2003
2003-03-03,2003-03-03,8.4,26.7,25.12,23.9,94,"2003","03","03",409,"03/09",2003
2003-03-04,2003-03-04,2.4,31.3,27,24.1,86.75,"2003","03","04",164,"03/09",2003
2003-03-05,2003-03-05,14.8,30.4,25.84,23.6,91.25,"2003","03","05",314,"03/10",2003
2003-03-06,2003-03-06,17.6,30.5,25.64,23.5,88.25,"2003","03","06",445,"03/10",2003
2003-03-07,2003-03-07,10.6,32.9,26.4,23.3,82.5,"2003","03","07",358,"03/10",2003
2003-03-08,2003-03-08,0,31.7,26.92,23.5,79.25,"2003","03","08",155,"03/10",2003
2003-03-09,2003-03-09,0,31.5,26.56,23.3,87.25,"2003","03","09",109,"03/10",2003
2003-03-10,2003-03-10,4,31.1,27.24,24.7,88.25,"2003","03","10",466,"03/10",2003
2003-03-11,2003-03-11,20.6,31.3,26.78,23.6,86.5,"2003","03","11",266,"03/10",2003
2003-03-12,2003-03-12,0.8,32.5,27.74,23.4,76.5,"2003","03","12",276,"03/11",2003
2003-03-13,2003-03-13,0,32.9,28.28,23.7,74.75,"2003","03","13",249,"03/11",2003
2003-03-14,2003-03-14,0,30.9,26.88,23.7,83.25,"2003","03","14",246,"03/11",2003
2003-03-15,2003-03-15,2.9,32.7,27.36,25.1,82.25,"2003","03","15",103,"03/11",2003
2003-03-16,2003-03-16,0,32.7,28.04,24.9,79.25,"2003","03","16",93,"03/11",2003
2003-03-17,2003-03-17,0,30.5,26.62,24.8,88.25,"2003","03","17",400,"03/11",2003
2003-03-18,2003-03-18,2.1,26.9,25.04,24.1,94.5,"2003","03","18",240,"03/11",2003
2003-03-19,2003-03-19,0.1,32.3,26.96,23.1,83.75,"2003","03","19",282,"03/12",2003
2003-03-20,2003-03-20,2,33.1,28.2,24.1,76,"2003","03","20",278,"03/12",2003
2003-03-21,2003-03-21,18,28.9,25.16,23.1,93.5,"2003","03","21",222,"03/12",2003
2003-03-22,2003-03-22,0.7,30.7,26.72,23.3,84,"2003","03","22",153,"03/12",2003
2003-03-23,2003-03-23,0,34,28.3,23.9,78,"2003","03","23",128,"03/12",2003
2003-03-24,2003-03-24,0,31.6,26.74,24.3,86,"2003","03","24",477,"03/12",2003
2003-03-25,2003-03-25,50.2,28.5,24.96,22.5,90.5,"2003","03","25",414,"03/12",2003
2003-03-26,2003-03-26,7,31.7,27.04,23.1,83.5,"2003","03","26",369,"03/13",2003
2003-03-27,2003-03-27,0.6,30.7,26.76,24.1,86,"2003","03","27",344,"03/13",2003
2003-03-28,2003-03-28,0.4,30.7,26.6,24.3,93.25,"2003","03","28",301,"03/13",2003
2003-03-29,2003-03-29,14.4,33.1,27.3,24,88,"2003","03","29",184,"03/13",2003
2003-03-30,2003-03-30,0,30.9,26.34,24.8,92.75,"2003","03","30",113,"03/13",2003
2003-03-31,2003-03-31,6.6,31.6,26.94,23.5,84.5,"2003","03","31",483,"03/13",2003
2003-04-01,2003-04-01,1,30.9,27.56,24.5,87.75,"2003","04","01",409,"03/13",2003
2003-04-02,2003-04-02,95,32.1,27,23.5,87.25,"2003","04","02",308,"03/14",2003
2003-04-03,2003-04-03,4,32.3,27.32,23.9,88,"2003","04","03",281,"03/14",2003
2003-04-04,2003-04-04,24.2,28.1,25.78,24.6,93,"2003","04","04",253,"03/14",2003
2003-04-05,2003-04-05,7.2,32.3,27.1,23.8,91.5,"2003","04","05",144,"03/14",2003
2003-04-06,2003-04-06,12.3,28.5,25.64,22.9,95.5,"2003","04","06",94,"03/14",2003
2003-04-07,2003-04-07,17.4,31.5,26,22.7,89.25,"2003","04","07",417,"03/14",2003
2003-04-08,2003-04-08,2,33.5,28.08,23.1,83.75,"2003","04","08",328,"03/14",2003
2003-04-09,2003-04-09,0,34.1,28.72,25.1,84.75,"2003","04","09",273,"03/15",2003
2003-04-10,2003-04-10,0,31.1,27.58,26,87.75,"2003","04","10",277,"03/15",2003
2003-04-11,2003-04-11,3.6,31.3,26,24.3,95.75,"2003","04","11",214,"03/15",2003
2003-04-12,2003-04-12,29.6,25.7,24.04,22.9,94.75,"2003","04","12",124,"03/15",2003
2003-04-13,2003-04-13,4,29.3,25.72,22.7,90.25,"2003","04","13",108,"03/15",2003
2003-04-14,2003-04-14,30.2,25.9,23.8,22.1,97.75,"2003","04","14",252,"03/15",2003
2003-04-15,2003-04-15,50.6,31.1,26.08,22.1,82.75,"2003","04","15",317,"03/15",2003
2003-04-16,2003-04-16,0,30.6,26.6,23.6,86.25,"2003","04","16",271,"03/16",2003
2003-04-17,2003-04-17,29.2,31.8,25.88,22.6,85.25,"2003","04","17",203,"03/16",2003
2003-04-18,2003-04-18,2.8,33.5,28.16,23.3,76.25,"2003","04","18",103,"03/16",2003
2003-04-19,2003-04-19,0,33.7,28.68,25.1,76.25,"2003","04","19",159,"03/16",2003
2003-04-20,2003-04-20,0,32.7,27.8,24.1,82.75,"2003","04","20",145,"03/16",2003
2003-04-21,2003-04-21,0,29.7,26,24.3,92,"2003","04","21",143,"03/16",2003
2003-04-22,2003-04-22,17.8,33.3,27.1,23.4,85,"2003","04","22",487,"03/16",2003
2003-04-23,2003-04-23,6.3,27.7,25.6,23.5,91.5,"2003","04","23",317,"03/17",2003
2003-04-24,2003-04-24,46.4,26.7,24.84,23.5,92.25,"2003","04","24",276,"03/17",2003
2003-04-25,2003-04-25,6,30.9,26.32,22.9,87,"2003","04","25",332,"03/17",2003
2003-04-26,2003-04-26,0,32.7,26.32,23.5,85.5,"2003","04","26",172,"03/17",2003
2003-04-27,2003-04-27,0.5,32.9,27.32,22.5,77,"2003","04","27",117,"03/17",2003
2003-04-28,2003-04-28,0,32.5,27.5,24.4,86.25,"2003","04","28",467,"03/17",2003
2003-04-29,2003-04-29,0,32.3,27.22,24.2,82,"2003","04","29",356,"03/17",2003
2003-04-30,2003-04-30,0,32.5,26.82,24.2,87.5,"2003","04","30",259,"03/18",2003
2003-05-01,2003-05-01,14.7,31.9,26.92,24.4,85,"2003","05","01",97,"03/18",2003
2003-05-02,2003-05-02,30.8,28.5,25.22,23.1,91.5,"2003","05","02",160,"03/18",2003
2003-05-03,2003-05-03,18.4,32.2,27.28,23.1,81,"2003","05","03",156,"03/18",2003
2003-05-04,2003-05-04,0,31.1,27.44,24.2,82,"2003","05","04",108,"03/18",2003
2003-05-05,2003-05-05,17.8,31.9,26.84,23.8,87.75,"2003","05","05",374,"03/18",2003
2003-05-07,2003-05-07,28.4,29.7,25.36,22.6,90.25,"2003","05","07",319,"03/19",2003
2003-05-08,2003-05-08,2.8,30.5,26.08,22.6,85.75,"2003","05","08",264,"03/19",2003
2003-05-09,2003-05-09,0,32.9,27.36,23.2,83,"2003","05","09",245,"03/19",2003
2003-05-10,2003-05-10,19.4,31.3,26.06,22.5,86.75,"2003","05","10",112,"03/19",2003
2003-05-11,2003-05-11,1.2,33.1,27.34,23.5,80.75,"2003","05","11",78,"03/19",2003
2003-05-12,2003-05-12,0,32.5,27.28,23.4,78.75,"2003","05","12",336,"03/19",2003
2003-05-13,2003-05-13,0,32.9,28.08,23.8,77.5,"2003","05","13",231,"03/19",2003
2003-05-14,2003-05-14,0,33.1,28.32,25.1,78,"2003","05","14",217,"03/20",2003
2003-05-15,2003-05-15,0,32.3,28.26,24.8,80.25,"2003","05","15",245,"03/20",2003
2003-05-16,2003-05-16,20,32.5,27.04,23.8,87,"2003","05","16",192,"03/20",2003
2003-05-17,2003-05-17,0.2,32.9,27.86,24.1,78.75,"2003","05","17",111,"03/20",2003
2003-05-18,2003-05-18,6.2,33.2,26.72,24.6,85.5,"2003","05","18",91,"03/20",2003
2003-05-19,2003-05-19,10.6,33.5,28.04,24.2,83.25,"2003","05","19",299,"03/20",2003
2003-05-20,2003-05-20,0.1,32.1,27.06,25.1,87.25,"2003","05","20",246,"03/20",2003
2003-05-21,2003-05-21,4.2,26.3,24.54,22.7,92,"2003","05","21",228,"03/21",2003
2003-05-22,2003-05-22,19.2,32.9,26.56,22.4,87.25,"2003","05","22",231,"03/21",2003
2003-05-23,2003-05-23,6,32.9,27.12,24.4,85.75,"2003","05","23",191,"03/21",2003
2003-05-24,2003-05-24,6.2,33.5,27.7,22.5,83.25,"2003","05","24",92,"03/21",2003
2003-05-25,2003-05-25,0,28.5,25.62,23.3,88.5,"2003","05","25",70,"03/21",2003
2003-05-26,2003-05-26,0,31.1,26.64,23.8,90,"2003","05","26",321,"03/21",2003
2003-05-27,2003-05-27,0,26.9,24.94,22.9,94,"2003","05","27",237,"03/21",2003
2003-05-28,2003-05-28,4.2,32.3,27.32,22.4,82.25,"2003","05","28",213,"03/22",2003
2003-05-29,2003-05-29,1.4,28.1,26.42,24.1,85.75,"2003","05","29",196,"03/22",2003
2003-05-30,2003-05-30,3.4,31.7,26.74,23.9,85.25,"2003","05","30",173,"03/22",2003
2003-05-31,2003-05-31,3.2,31.8,26.62,23.8,88.5,"2003","05","31",95,"03/22",2003
2003-06-01,2003-06-01,9.4,32.6,26.96,23.8,86,"2003","06","01",91,"03/22",2003
2003-06-02,2003-06-02,0,33.3,28.22,24.6,78.25,"2003","06","02",300,"03/22",2003
2003-06-03,2003-06-03,0,32.1,27.12,25.1,85.5,"2003","06","03",222,"03/22",2003
2003-06-04,2003-06-04,0,32.7,27.34,23.6,84,"2003","06","04",235,"03/23",2003
2003-06-05,2003-06-05,0,32.9,27.06,24.4,86,"2003","06","05",183,"03/23",2003
2003-06-06,2003-06-06,0,33.1,26.74,23.3,82.75,"2003","06","06",163,"03/23",2003
2003-06-07,2003-06-07,13.8,32.7,26.4,23.9,86.75,"2003","06","07",101,"03/23",2003
2003-06-08,2003-06-08,6.6,30.3,25.88,23.1,86.25,"2003","06","08",78,"03/23",2003
2003-06-09,2003-06-09,0,31.3,26.08,23.1,88,"2003","06","09",300,"03/23",2003
2003-06-10,2003-06-10,5,32.7,27.1,23.2,82.5,"2003","06","10",180,"03/23",2003
2003-06-11,2003-06-11,0,32.9,27.26,23.6,84,"2003","06","11",189,"03/24",2003
2003-06-12,2003-06-12,0,30.7,26.74,24.8,85.5,"2003","06","12",137,"03/24",2003
2003-06-13,2003-06-13,0,33.1,27.7,24,79.5,"2003","06","13",154,"03/24",2003
2003-06-14,2003-06-14,5.7,27.2,24.72,23,96,"2003","06","14",65,"03/24",2003
2003-06-15,2003-06-15,56.1,32.4,26.64,22.6,87,"2003","06","15",73,"03/24",2003
2003-06-16,2003-06-16,0,32.9,27.3,24,78.75,"2003","06","16",316,"03/24",2003
2003-06-17,2003-06-17,1.4,31.9,25.82,23,87.75,"2003","06","17",210,"03/24",2003
2003-06-18,2003-06-18,6.4,31.5,26.7,23,85,"2003","06","18",178,"03/25",2003
2003-06-19,2003-06-19,2.8,32.7,28.04,25.1,83,"2003","06","19",98,"03/25",2003
2003-06-20,2003-06-20,0,32.7,26.98,23.2,87.5,"2003","06","20",251,"03/25",2003
2003-06-21,2003-06-21,0.4,32.9,26.96,23.3,89,"2003","06","21",95,"03/25",2003
2003-06-22,2003-06-22,0,32.9,27.9,24.5,85,"2003","06","22",116,"03/25",2003
2003-06-23,2003-06-23,0,32.7,27.6,23.5,84.25,"2003","06","23",293,"03/25",2003
2003-06-24,2003-06-24,1.7,30.7,26.16,24.1,93.75,"2003","06","24",244,"03/25",2003
2003-06-25,2003-06-25,1.4,32.1,27.46,23.6,80.5,"2003","06","25",225,"03/26",2003
2003-06-26,2003-06-26,0,32.9,27,23.1,80.75,"2003","06","26",202,"03/26",2003
2003-06-27,2003-06-27,0,33.1,27.18,23.2,82.75,"2003","06","27",166,"03/26",2003
2003-06-28,2003-06-28,0,33.1,26.98,23.2,85.5,"2003","06","28",118,"03/26",2003
2003-06-29,2003-06-29,0,33.1,27.42,23.4,83,"2003","06","29",79,"03/26",2003
2003-06-30,2003-06-30,0,33.3,28.54,23.8,75.25,"2003","06","30",299,"03/26",2003
2003-07-01,2003-07-01,5.7,32.1,26.76,23.7,90.75,"2003","07","01",291,"03/26",2003
2003-07-02,2003-07-02,0,32.9,27.22,23.8,81.25,"2003","07","02",242,"03/27",2003
2003-07-03,2003-07-03,15.6,31.9,26.54,22.8,83.5,"2003","07","03",264,"03/27",2003
2003-07-04,2003-07-04,0,33.1,27.48,23.3,82.25,"2003","07","04",225,"03/27",2003
2003-07-05,2003-07-05,0,34.1,28.28,22.9,74.5,"2003","07","05",108,"03/27",2003
2003-07-06,2003-07-06,0,33.7,26.76,23.9,80,"2003","07","06",95,"03/27",2003
2003-07-07,2003-07-07,0,33.9,27.62,22.6,82.25,"2003","07","07",422,"03/27",2003
2003-07-08,2003-07-08,0,34.1,28.64,24.1,76.5,"2003","07","08",304,"03/27",2003
2003-07-09,2003-07-09,0,33.3,28.1,24.4,73.25,"2003","07","09",303,"03/28",2003
2003-07-10,2003-07-10,0,34.3,28.54,23.6,71.75,"2003","07","10",255,"03/28",2003
2003-07-11,2003-07-11,0,34.1,28.46,24.4,74.75,"2003","07","11",259,"03/28",2003
2003-07-12,2003-07-12,0,33.5,27.98,23.2,79,"2003","07","12",129,"03/28",2003
2003-07-13,2003-07-13,0,33.1,27.48,24.5,79.25,"2003","07","13",132,"03/28",2003
2003-07-14,2003-07-14,0,30.7,26.98,24.6,82.25,"2003","07","14",463,"03/28",2003
2003-07-15,2003-07-15,23.5,31.1,25.68,22.7,86.5,"2003","07","15",347,"03/28",2003
2003-07-16,2003-07-16,0.2,32.3,26.74,22.2,83.5,"2003","07","16",317,"03/29",2003
2003-07-17,2003-07-17,0,32.1,26.9,23.6,84.5,"2003","07","17",270,"03/29",2003
2003-07-18,2003-07-18,15,30.9,25.96,23.1,88.25,"2003","07","18",279,"03/29",2003
2003-07-19,2003-07-19,3.2,33.5,27.48,22.7,86,"2003","07","19",144,"03/29",2003
2003-07-20,2003-07-20,0,32.9,26.84,22.9,85.25,"2003","07","20",108,"03/29",2003
2003-07-21,2003-07-21,0,34.1,27.46,22.6,76.75,"2003","07","21",441,"03/29",2003
2003-07-22,2003-07-22,0,33.9,28.46,24.2,76,"2003","07","22",300,"03/29",2003
2003-07-23,2003-07-23,0,33.5,27.98,23.8,80,"2003","07","23",252,"03/30",2003
2003-07-24,2003-07-24,0,34.1,28.06,23,84,"2003","07","24",240,"03/30",2003
2003-07-25,2003-07-25,0,33.7,28.22,23.2,74.5,"2003","07","25",312,"03/30",2003
2003-07-26,2003-07-26,0,33.9,28.34,24.2,82.25,"2003","07","26",134,"03/30",2003
2003-07-27,2003-07-27,0,30.8,27.06,25.1,81.75,"2003","07","27",139,"03/30",2003
2003-07-28,2003-07-28,0,28.1,25.26,23.6,92.25,"2003","07","28",477,"03/30",2003
2003-07-29,2003-07-29,27.2,28.7,25.4,22.9,90.25,"2003","07","29",352,"03/30",2003
2003-07-30,2003-07-30,2.6,33.3,27.02,22.6,80.75,"2003","07","30",323,"03/31",2003
2003-07-31,2003-07-31,0,34.3,28.02,23.4,81.75,"2003","07","31",320,"03/31",2003
2003-08-01,2003-08-01,0,33.9,27.72,23.3,78,"2003","08","01",364,"03/31",2003
2003-08-02,2003-08-02,17.2,31.3,26.28,23.3,88.25,"2003","08","02",227,"03/31",2003
2003-08-03,2003-08-03,4.4,33.5,26.8,23.3,83.75,"2003","08","03",164,"03/31",2003
2003-08-04,2003-08-04,0,34.1,27.98,23,80.5,"2003","08","04",581,"03/31",2003
2003-08-05,2003-08-05,0,34.1,28.3,23.8,75.25,"2003","08","05",430,"03/31",2003
2003-08-06,2003-08-06,0,34.1,27.84,23.9,80.5,"2003","08","06",435,"03/32",2003
2003-08-07,2003-08-07,0,34.5,28.78,24.2,76.5,"2003","08","07",336,"03/32",2003
2003-08-08,2003-08-08,0,34.1,28.98,25.6,76,"2003","08","08",353,"03/32",2003
2003-08-09,2003-08-09,0,35.1,28.82,24.2,74.5,"2003","08","09",215,"03/32",2003
2003-08-10,2003-08-10,0,33.5,27.48,23.9,81.5,"2003","08","10",168,"03/32",2003
2003-08-11,2003-08-11,26.6,31.7,25.6,23.3,86.25,"2003","08","11",560,"03/32",2003
2003-08-12,2003-08-12,1.6,32.1,26.64,22.3,84.5,"2003","08","12",424,"03/32",2003
2003-08-13,2003-08-13,0.6,32.9,26.66,22.6,84.25,"2003","08","13",363,"03/33",2003
2003-08-14,2003-08-14,0,33.5,27.9,23.2,76.25,"2003","08","14",365,"03/33",2003
2003-08-15,2003-08-15,0,34.1,28.54,23.8,79.75,"2003","08","15",281,"03/33",2003
2003-08-16,2003-08-16,0,33.7,27.36,24.3,85.25,"2003","08","16",124,"03/33",2003
2003-08-17,2003-08-17,0,34.3,28.24,23.7,77.75,"2003","08","17",113,"03/33",2003
2003-08-18,2003-08-18,0,29.1,25.88,23.1,88.5,"2003","08","18",498,"03/33",2003
2003-08-19,2003-08-19,39.8,32.5,27.04,22.9,85.75,"2003","08","19",393,"03/33",2003
2003-08-20,2003-08-20,19.4,32.3,26.58,22.4,86.25,"2003","08","20",322,"03/34",2003
2003-08-21,2003-08-21,0,33.3,27.04,23.1,87.75,"2003","08","21",324,"03/34",2003
2003-08-22,2003-08-22,1.5,34.5,28.16,23.3,80.25,"2003","08","22",255,"03/34",2003
2003-08-23,2003-08-23,0,34.7,28.3,23,76.75,"2003","08","23",157,"03/34",2003
2003-08-24,2003-08-24,0,35.1,28.54,23.6,76.75,"2003","08","24",96,"03/34",2003
2003-08-25,2003-08-25,0,34.5,29.3,24.8,79,"2003","08","25",451,"03/34",2003
2003-08-26,2003-08-26,0,30.1,27,25.1,88,"2003","08","26",358,"03/34",2003
2003-08-27,2003-08-27,0.2,32.1,26.78,22.8,85,"2003","08","27",347,"03/35",2003
2003-08-28,2003-08-28,0,30.9,25.36,22.7,90.75,"2003","08","28",285,"03/35",2003
2003-08-29,2003-08-29,0,33.3,27.16,22.1,83.75,"2003","08","29",277,"03/35",2003
2003-08-30,2003-08-30,0,32.5,27.08,23.1,79.5,"2003","08","30",144,"03/35",2003
2003-08-31,2003-08-31,7,31.1,26.2,21.9,84.25,"2003","08","31",111,"03/35",2003
2003-09-01,2003-09-01,5.4,32.9,26.06,22.6,87,"2003","09","01",430,"03/35",2003
2003-09-02,2003-09-02,19.6,32.7,27.34,23.2,85.25,"2003","09","02",334,"03/35",2003
2003-09-03,2003-09-03,0,32.3,27.96,24.1,79.5,"2003","09","03",315,"03/36",2003
2003-09-04,2003-09-04,0,34.5,28.34,23.2,78.75,"2003","09","04",275,"03/36",2003
2003-09-05,2003-09-05,0,34.3,28.46,24,74.75,"2003","09","05",229,"03/36",2003
2003-09-06,2003-09-06,0,35.1,28.58,23.4,83,"2003","09","06",164,"03/36",2003
2003-09-07,2003-09-07,0,34.1,27.1,24.2,89,"2003","09","07",105,"03/36",2003
2003-09-08,2003-09-08,0,34.3,27.34,22.4,80.75,"2003","09","08",460,"03/36",2003
2003-09-09,2003-09-09,0,34.7,28.88,23.1,81.5,"2003","09","09",344,"03/36",2003
2003-09-10,2003-09-10,0,35.3,29.22,24.4,81,"2003","09","10",295,"03/37",2003
2003-09-11,2003-09-11,0,30.5,26.66,24.8,87,"2003","09","11",311,"03/37",2003
2003-09-12,2003-09-12,0,32.5,27.34,23.2,84.5,"2003","09","12",292,"03/37",2003
2003-09-13,2003-09-13,0,28.3,24.88,23.3,98,"2003","09","13",130,"03/37",2003
2003-09-14,2003-09-14,18.2,32.5,26.6,22.3,89.75,"2003","09","14",110,"03/37",2003
2003-09-15,2003-09-15,0,33.9,27.62,23.4,85,"2003","09","15",402,"03/37",2003
2003-09-16,2003-09-16,0,35.3,28.34,24,81.5,"2003","09","16",317,"03/37",2003
2003-09-17,2003-09-17,0,33.7,27.24,24.1,81.25,"2003","09","17",240,"03/38",2003
2003-09-18,2003-09-18,0,33.9,27.7,23.6,83.5,"2003","09","18",269,"03/38",2003
2003-09-19,2003-09-19,0,35.5,28.38,24,77.75,"2003","09","19",242,"03/38",2003
2003-09-20,2003-09-20,0,34.9,27.78,24.4,85.75,"2003","09","20",140,"03/38",2003
2003-09-21,2003-09-21,0,34.3,27.78,23.8,89,"2003","09","21",124,"03/38",2003
2003-09-22,2003-09-22,0,35.3,28.26,24,86,"2003","09","22",443,"03/38",2003
2003-09-23,2003-09-23,0,36.1,28.76,24.3,83.75,"2003","09","23",326,"03/38",2003
2003-09-24,2003-09-24,0,36.1,29.5,23.6,86.75,"2003","09","24",262,"03/39",2003
2003-09-25,2003-09-25,0,33.9,28.16,25.5,94.5,"2003","09","25",225,"03/39",2003
2003-09-26,2003-09-26,2.3,35.1,28.78,23.8,79,"2003","09","26",211,"03/39",2003
2003-09-27,2003-09-27,11.5,29.4,25.34,23.1,92.5,"2003","09","27",87,"03/39",2003
2003-09-28,2003-09-28,3.9,33.9,28.08,22.1,77.75,"2003","09","28",97,"03/39",2003
2003-09-29,2003-09-29,0,35.7,29.68,25.7,74.5,"2003","09","29",323,"03/39",2003
2003-09-30,2003-09-30,0,35.9,29.52,24.8,73.25,"2003","09","30",251,"03/39",2003
2003-10-01,2003-10-01,0,33.7,28.72,25.5,81.25,"2003","10","01",257,"03/40",2003
2003-10-02,2003-10-02,0,35.7,28,24.5,77.25,"2003","10","02",226,"03/40",2003
2003-10-03,2003-10-03,0,33.7,27.58,23.6,77,"2003","10","03",168,"03/40",2003
2003-10-04,2003-10-04,0,33.9,28,23.3,87.5,"2003","10","04",109,"03/40",2003
2003-10-05,2003-10-05,69.1,32.8,27.46,23.1,85,"2003","10","05",52,"03/40",2003
2003-10-06,2003-10-06,0,34.7,28.58,23.4,76.5,"2003","10","06",316,"03/40",2003
2003-10-07,2003-10-07,0,35.3,28.46,24.6,76,"2003","10","07",264,"03/40",2003
2003-10-08,2003-10-08,0,33.7,28.8,25.5,81.75,"2003","10","08",205,"03/41",2003
2003-10-09,2003-10-09,0,35.3,29.88,26,78.75,"2003","10","09",208,"03/41",2003
2003-10-10,2003-10-10,0,34.7,28.9,25.9,76,"2003","10","10",183,"03/41",2003
2003-10-11,2003-10-11,0,34.5,29.46,25.1,76.5,"2003","10","11",88,"03/41",2003
2003-10-12,2003-10-12,0,32.5,27.44,24.9,85.5,"2003","10","12",74,"03/41",2003
2003-10-13,2003-10-13,0.3,33.7,27.78,24,78.75,"2003","10","13",336,"03/41",2003
