"date","Data","Precipitacao","TempMaxima","TempMinima","Temp.Comp.Media","Umidade.Relativa.Media","year","month","day","n","Sem_Ano","Ano"
2004-12-26,2004-12-26,0.8,31.2,24.32,21.2,95,"2004","12","26",100,"04/52",2004
2004-12-27,2004-12-27,50.2,30.5,25.38,20.8,85.5,"2004","12","27",375,"04/52",2004
2004-12-28,2004-12-28,0,35.4,28.78,22.4,76,"2004","12","28",169,"04/52",2004
2004-12-29,2004-12-29,4.4,33.2,27.24,23.6,92.25,"2004","12","29",127,"04/52",2004
2004-12-30,2004-12-30,11.5,29.6,25.84,24.2,90.25,"2004","12","30",157,"04/53",2004
2004-12-31,2004-12-31,0,33,27.36,22.4,83.5,"2004","12","31",109,"04/53",2004
2005-01-01,2005-01-01,0,33.5,26.32,23.1,87.5,"2005","01","01",66,"05/01",2005
2005-01-02,2005-01-02,15.4,32.1,26.58,22.8,86.25,"2005","01","02",115,"05/01",2005
2005-01-03,2005-01-03,0,33.7,27.88,22.7,81.25,"2005","01","03",341,"05/01",2005
2005-01-04,2005-01-04,0,34.7,29.4,25.1,80.75,"2005","01","04",244,"05/01",2005
2005-01-05,2005-01-05,0,34.9,29.62,25.8,75,"2005","01","05",176,"05/01",2005
2005-01-06,2005-01-06,0,35.7,30.12,25.6,70.5,"2005","01","06",200,"05/01",2005
2005-01-07,2005-01-07,0,35.5,29.16,24.5,80.25,"2005","01","07",167,"05/01",2005
2005-01-08,2005-01-08,0,30.1,26.52,23.5,88,"2005","01","08",86,"05/02",2005
2005-01-09,2005-01-09,3.2,32.7,27.52,23.1,83,"2005","01","09",103,"05/02",2005
2005-01-10,2005-01-10,0,32.2,27.64,24.8,87,"2005","01","10",328,"05/02",2005
2005-01-11,2005-01-11,7.4,34.8,28.4,23.4,79.5,"2005","01","11",253,"05/02",2005
2005-01-12,2005-01-12,0,32.1,27.42,25.8,93.75,"2005","01","12",241,"05/02",2005
2005-01-13,2005-01-13,1.4,34,28.22,24.1,82.75,"2005","01","13",295,"05/02",2005
2005-01-14,2005-01-14,0,33.4,29.1,26,82,"2005","01","14",277,"05/02",2005
2005-01-15,2005-01-15,1.4,33.8,28.96,26.9,83.25,"2005","01","15",173,"05/03",2005
2005-01-16,2005-01-16,0.8,35.2,29.08,26.3,82.75,"2005","01","16",135,"05/03",2005
2005-01-17,2005-01-17,0,35.5,26.72,22.8,84.75,"2005","01","17",426,"05/03",2005
2005-01-18,2005-01-18,12.4,30.5,26.56,22.7,86.5,"2005","01","18",396,"05/03",2005
2005-01-19,2005-01-19,6.3,32.5,27.32,22.9,86,"2005","01","19",405,"05/03",2005
2005-01-20,2005-01-20,55.8,28.3,25.48,23.5,90.5,"2005","01","20",294,"05/03",2005
2005-01-21,2005-01-21,13.7,31.7,25.68,22.5,90,"2005","01","21",394,"05/03",2005
2005-01-22,2005-01-22,0,32.7,26.6,21.7,81.5,"2005","01","22",210,"05/04",2005
2005-01-23,2005-01-23,0,33.7,26.04,21.5,83.5,"2005","01","23",130,"05/04",2005
2005-01-24,2005-01-24,23.5,31.9,26.82,21.5,79.5,"2005","01","24",501,"05/04",2005
2005-01-25,2005-01-25,0,34.7,28.38,23.3,75.75,"2005","01","25",364,"05/04",2005
2005-01-26,2005-01-26,0,33.8,28.64,25.1,77.5,"2005","01","26",263,"05/04",2005
2005-01-27,2005-01-27,0,33.7,29.12,25.8,74.25,"2005","01","27",270,"05/04",2005
2005-01-28,2005-01-28,0,31.7,27.9,25.1,81.5,"2005","01","28",248,"05/04",2005
2005-01-29,2005-01-29,0,34.2,27.28,25.1,85,"2005","01","29",113,"05/05",2005
2005-01-30,2005-01-30,14.4,32.1,25.62,23.3,89.5,"2005","01","30",95,"05/05",2005
2005-01-31,2005-01-31,10,33.7,26.84,22.9,83.25,"2005","01","31",328,"05/05",2005
2005-02-01,2005-02-01,0.8,32.9,27.76,24.3,80.75,"2005","02","01",306,"05/05",2005
2005-02-02,2005-02-02,21,29.3,25.24,23.5,96,"2005","02","02",222,"05/05",2005
2005-02-03,2005-02-03,55.2,27.1,24.52,22.1,92.25,"2005","02","03",236,"05/05",2005
2005-02-04,2005-02-04,0,31.9,26.72,22.5,84.5,"2005","02","04",222,"05/05",2005
2005-02-05,2005-02-05,2.2,32.3,26.76,23.7,85,"2005","02","05",120,"05/06",2005
2005-02-06,2005-02-06,5.5,33.1,27.52,24.1,78.75,"2005","02","06",82,"05/06",2005
2005-02-07,2005-02-07,0,34.1,28.78,24.1,74.5,"2005","02","07",291,"05/06",2005
2005-02-08,2005-02-08,0,34.5,28.4,26.6,83.25,"2005","02","08",98,"05/06",2005
2005-02-09,2005-02-09,30,31.5,26.38,24.5,92,"2005","02","09",171,"05/06",2005
2005-02-10,2005-02-10,27.6,32.7,26.78,23.7,86,"2005","02","10",394,"05/06",2005
2005-02-11,2005-02-11,4,26.9,25.18,23.5,93.75,"2005","02","11",247,"05/06",2005
2005-02-12,2005-02-12,7,33.9,27.26,24.1,87.25,"2005","02","12",157,"05/07",2005
2005-02-13,2005-02-13,0.6,26.7,24.34,23.1,93.75,"2005","02","13",96,"05/07",2005
2005-02-14,2005-02-14,13,32.3,26.24,22.7,85.5,"2005","02","14",453,"05/07",2005
2005-02-15,2005-02-15,0,33.5,27.68,23.7,83.5,"2005","02","15",323,"05/07",2005
2005-02-16,2005-02-16,0.2,32.5,26.64,24.5,87,"2005","02","16",293,"05/07",2005
2005-02-17,2005-02-17,2.6,32.7,27.36,24.3,86.75,"2005","02","17",251,"05/07",2005
2005-02-18,2005-02-18,0,33.9,29.16,24.7,78,"2005","02","18",250,"05/07",2005
2005-02-19,2005-02-19,0,34.9,29.6,26,80.5,"2005","02","19",135,"05/08",2005
2005-02-20,2005-02-20,37.8,30.3,25.44,23.5,93.5,"2005","02","20",97,"05/08",2005
2005-02-21,2005-02-21,2.1,31.7,26.22,23.1,90,"2005","02","21",409,"05/08",2005
2005-02-22,2005-02-22,0.4,28.9,25.66,23.9,92.5,"2005","02","22",315,"05/08",2005
2005-02-23,2005-02-23,2.2,33.9,28.46,23.5,77,"2005","02","23",312,"05/08",2005
2005-02-24,2005-02-24,42,29.1,25.74,23.9,94.75,"2005","02","24",256,"05/08",2005
2005-02-25,2005-02-25,35,30.3,25.78,23.9,96,"2005","02","25",264,"05/08",2005
2005-02-26,2005-02-26,36.7,31.3,26.18,23.3,95,"2005","02","26",149,"05/09",2005
2005-02-27,2005-02-27,4.6,32.7,25.94,23.1,95.5,"2005","02","27",113,"05/09",2005
2005-02-28,2005-02-28,1,31.5,27.08,23.1,88.75,"2005","02","28",356,"05/09",2005
2005-03-01,2005-03-01,13.9,29.3,25.68,24.3,94,"2005","03","01",242,"05/09",2005
2005-03-02,2005-03-02,9,33.9,28.12,24.1,82.25,"2005","03","02",264,"05/09",2005
2005-03-03,2005-03-03,14.7,28.5,25.04,23.7,96.75,"2005","03","03",201,"05/09",2005
2005-03-04,2005-03-04,17.8,33.7,27.8,23.7,85.5,"2005","03","04",251,"05/09",2005
2005-03-05,2005-03-05,0,30.3,27.12,24.5,90.5,"2005","03","05",105,"05/10",2005
2005-03-06,2005-03-06,4.2,30.1,26.52,25.1,92.5,"2005","03","06",78,"05/10",2005
2005-03-07,2005-03-07,0.2,31.9,27.18,24.1,84.5,"2005","03","07",309,"05/10",2005
2005-03-08,2005-03-08,0,33.5,27.58,24.1,86.75,"2005","03","08",245,"05/10",2005
2005-03-09,2005-03-09,5.4,33.5,28.34,24.5,81.5,"2005","03","09",225,"05/10",2005
2005-03-10,2005-03-10,0.6,32.1,27.68,26.4,92.25,"2005","03","10",174,"05/10",2005
2005-03-11,2005-03-11,5.2,32.9,27.3,24.9,88,"2005","03","11",192,"05/10",2005
2005-03-12,2005-03-12,0,28.5,25.66,24.4,94.5,"2005","03","12",89,"05/11",2005
2005-03-13,2005-03-13,14.8,28.3,24.86,22.6,93.5,"2005","03","13",85,"05/11",2005
2005-03-14,2005-03-14,3.6,32.1,26.68,22.7,84,"2005","03","14",301,"05/11",2005
2005-03-15,2005-03-15,0,32.5,27.04,24.1,82.25,"2005","03","15",199,"05/11",2005
2005-03-16,2005-03-16,0,32.3,26.52,24.1,87.25,"2005","03","16",183,"05/11",2005
2005-03-17,2005-03-17,34.7,28.7,25.28,22.9,94.25,"2005","03","17",185,"05/11",2005
2005-03-18,2005-03-18,1,32.3,27.04,23.3,82.25,"2005","03","18",164,"05/11",2005
2005-03-19,2005-03-19,1.1,32.1,26.4,23.9,92.5,"2005","03","19",77,"05/12",2005
2005-03-20,2005-03-20,24.3,31.5,26.44,22.5,85.25,"2005","03","20",65,"05/12",2005
2005-03-21,2005-03-21,0.2,32.9,27.3,23.1,85.5,"2005","03","21",332,"05/12",2005
2005-03-22,2005-03-22,26,27.9,24.94,23.3,94.25,"2005","03","22",159,"05/12",2005
2005-03-23,2005-03-23,30.6,30.1,25.74,23.1,90.25,"2005","03","23",170,"05/12",2005
2005-03-24,2005-03-24,2.2,29.1,25.82,23.3,93.5,"2005","03","24",108,"05/12",2005
2005-03-25,2005-03-25,2.4,29.1,25.58,23.1,96,"2005","03","25",63,"05/12",2005
2005-03-26,2005-03-26,18.4,29.9,26.02,23.1,90.5,"2005","03","26",101,"05/13",2005
2005-03-27,2005-03-27,19.3,31.5,27.02,23.1,85.75,"2005","03","27",91,"05/13",2005
2005-03-28,2005-03-28,0,32.3,25.82,23.3,95.25,"2005","03","28",319,"05/13",2005
2005-03-29,2005-03-29,13.2,32.5,27.16,22.9,86.5,"2005","03","29",247,"05/13",2005
2005-03-30,2005-03-30,71.2,32.1,25.72,23.3,87,"2005","03","30",214,"05/13",2005
2005-03-31,2005-03-31,0,31.7,27.12,23.5,84.75,"2005","03","31",213,"05/13",2005
2005-04-01,2005-04-01,0,33.7,28.08,23.7,79.5,"2005","04","01",148,"05/13",2005
2005-04-02,2005-04-02,0,33.1,27.74,24.9,88.5,"2005","04","02",77,"05/14",2005
2005-04-03,2005-04-03,0,33.3,28,23.1,81.25,"2005","04","03",44,"05/14",2005
2005-04-04,2005-04-04,0,30.5,27.3,25.1,91.25,"2005","04","04",246,"05/14",2005
2005-04-05,2005-04-05,6,33.5,27.34,24.9,87,"2005","04","05",225,"05/14",2005
2005-04-06,2005-04-06,34.4,29.3,25.7,23.1,90.25,"2005","04","06",165,"05/14",2005
2005-04-07,2005-04-07,24.6,31.1,26.38,23.1,87.5,"2005","04","07",189,"05/14",2005
2005-04-08,2005-04-08,1.6,33.7,27.56,23,84.5,"2005","04","08",153,"05/14",2005
2005-04-09,2005-04-09,35,28.7,25.22,23.1,93.5,"2005","04","09",61,"05/15",2005
2005-04-10,2005-04-10,16.4,29.3,25.76,23.1,92.25,"2005","04","10",68,"05/15",2005
2005-04-11,2005-04-11,16.4,33.1,27,23.7,85.75,"2005","04","11",279,"05/15",2005
2005-04-12,2005-04-12,12.9,32.5,27.96,23.7,82.25,"2005","04","12",250,"05/15",2005
2005-04-13,2005-04-13,0,33.5,28.16,24.3,79.5,"2005","04","13",240,"05/15",2005
2005-04-14,2005-04-14,0,32.9,27.62,25.1,85.75,"2005","04","14",156,"05/15",2005
2005-04-15,2005-04-15,30.3,32.1,26.92,23.3,87.75,"2005","04","15",182,"05/15",2005
2005-04-16,2005-04-16,13,29.5,26.52,23.5,89.25,"2005","04","16",100,"05/16",2005
2005-04-17,2005-04-17,15.5,29.9,26.06,23.9,94.75,"2005","04","17",104,"05/16",2005
2005-04-18,2005-04-18,12.6,33.1,27.94,24.9,85.5,"2005","04","18",331,"05/16",2005
2005-04-19,2005-04-19,34.6,28.3,25.3,23.7,95.25,"2005","04","19",218,"05/16",2005
2005-04-20,2005-04-20,13,33.1,27.14,23.1,85.5,"2005","04","20",270,"05/16",2005
2005-04-21,2005-04-21,0,33.9,28.46,24.9,85,"2005","04","21",98,"05/16",2005
2005-04-22,2005-04-22,0,30.1,27.02,25.1,91,"2005","04","22",208,"05/16",2005
2005-04-23,2005-04-23,10.3,30.7,25.38,23.1,93,"2005","04","23",98,"05/17",2005
2005-04-24,2005-04-24,16.7,30.1,26.02,22.7,91.25,"2005","04","24",90,"05/17",2005
2005-04-25,2005-04-25,0,33.3,27.92,22.5,80.75,"2005","04","25",358,"05/17",2005
2005-04-26,2005-04-26,0,34.5,27.98,24.1,83.25,"2005","04","26",227,"05/17",2005
2005-04-27,2005-04-27,43.3,29.1,26.04,24.5,90.75,"2005","04","27",183,"05/17",2005
2005-04-28,2005-04-28,64.8,31.7,26.8,23.7,87.5,"2005","04","28",197,"05/17",2005
2005-04-29,2005-04-29,0.4,30.1,26.44,24.1,90,"2005","04","29",154,"05/17",2005
2005-04-30,2005-04-30,3,26.5,24.96,24.1,93.25,"2005","04","30",90,"05/18",2005
2005-05-01,2005-05-01,1.5,31.7,25.7,21.7,86.25,"2005","05","01",67,"05/18",2005
2005-05-02,2005-05-02,0.5,32.3,26.7,23.9,87,"2005","05","02",196,"05/18",2005
2005-05-03,2005-05-03,16.3,31.9,26.3,22.9,87.25,"2005","05","03",193,"05/18",2005
2005-05-04,2005-05-04,30.3,33.5,27.1,22.1,85,"2005","05","04",182,"05/18",2005
2005-05-05,2005-05-05,0,28.9,25.74,24.1,91.75,"2005","05","05",152,"05/18",2005
2005-05-06,2005-05-06,4.8,33.7,26.7,23.9,85.25,"2005","05","06",126,"05/18",2005
2005-05-07,2005-05-07,12.4,31.5,26.42,23.5,89.75,"2005","05","07",82,"05/19",2005
2005-05-08,2005-05-08,69,26.3,24.02,22.9,95.25,"2005","05","08",48,"05/19",2005
2005-05-09,2005-05-09,11.2,31.9,26.84,22.7,86.5,"2005","05","09",224,"05/19",2005
2005-05-10,2005-05-10,19.4,32.5,27.24,23.5,86.75,"2005","05","10",222,"05/19",2005
2005-05-11,2005-05-11,0,33.9,28.68,24.9,78.25,"2005","05","11",171,"05/19",2005
2005-05-12,2005-05-12,0,33.3,29.28,26,79,"2005","05","12",187,"05/19",2005
2005-05-13,2005-05-13,0,32.5,28.5,24.9,83.75,"2005","05","13",164,"05/19",2005
2005-05-14,2005-05-14,0,33.3,28.64,24.9,78,"2005","05","14",74,"05/20",2005
2005-05-15,2005-05-15,0,34.1,29.14,26,79.75,"2005","05","15",41,"05/20",2005
2005-05-16,2005-05-16,7,32.9,28.24,25.1,83.5,"2005","05","16",262,"05/20",2005
2005-05-17,2005-05-17,14.2,32.7,27.62,24.9,87.5,"2005","05","17",197,"05/20",2005
2005-05-18,2005-05-18,1,32.3,27.06,23.5,86.25,"2005","05","18",202,"05/20",2005
2005-05-19,2005-05-19,0,30.3,26.78,23.9,87.75,"2005","05","19",172,"05/20",2005
2005-05-20,2005-05-20,0,32.1,27.3,23.7,88.25,"2005","05","20",169,"05/20",2005
2005-05-21,2005-05-21,0.8,29.3,26.26,24.1,91,"2005","05","21",92,"05/21",2005
2005-05-22,2005-05-22,0,32.1,27.46,24.3,81.75,"2005","05","22",57,"05/21",2005
2005-05-23,2005-05-23,0,33.3,27.84,23.7,80.5,"2005","05","23",271,"05/21",2005
2005-05-24,2005-05-24,0,33.9,28.34,24.7,77.5,"2005","05","24",197,"05/21",2005
2005-05-25,2005-05-25,0,31.9,27.68,24.7,83.25,"2005","05","25",208,"05/21",2005
2005-05-26,2005-05-26,0,33.9,27.84,24.3,80.75,"2005","05","26",58,"05/21",2005
2005-05-27,2005-05-27,0,34.3,28.9,24.7,74.75,"2005","05","27",148,"05/21",2005
2005-05-28,2005-05-28,0,33.1,27.88,24.1,79,"2005","05","28",136,"05/22",2005
2005-05-29,2005-05-29,0,33.1,27.12,23.9,85.75,"2005","05","29",51,"05/22",2005
2005-05-30,2005-05-30,36.6,30.2,25.72,24.1,93.25,"2005","05","30",192,"05/22",2005
2005-05-31,2005-05-31,0.5,33,27,23.4,85.5,"2005","05","31",160,"05/22",2005
2005-06-01,2005-06-01,0,33.1,27.78,23.9,84,"2005","06","01",162,"05/22",2005
2005-06-02,2005-06-02,1.2,29.5,26.3,24.9,88.75,"2005","06","02",139,"05/22",2005
2005-06-03,2005-06-03,0,32.1,26.86,24.1,92,"2005","06","03",170,"05/22",2005
2005-06-04,2005-06-04,0,33.7,28.38,23.7,80.25,"2005","06","04",56,"05/23",2005
2005-06-05,2005-06-05,0,33.9,28.58,23.7,77,"2005","06","05",42,"05/23",2005
2005-06-06,2005-06-06,0,33.5,28.64,25.1,74.25,"2005","06","06",214,"05/23",2005
2005-06-07,2005-06-07,0,33,27.98,24.5,78,"2005","06","07",192,"05/23",2005
2005-06-08,2005-06-08,0,32.6,27.02,23.9,80.5,"2005","06","08",171,"05/23",2005
2005-06-09,2005-06-09,0,33.8,28.22,23.9,79.75,"2005","06","09",193,"05/23",2005
2005-06-10,2005-06-10,0,32.2,27.3,23.3,83.75,"2005","06","10",170,"05/23",2005
2005-06-11,2005-06-11,13.7,33.4,28.06,23.3,78.75,"2005","06","11",99,"05/24",2005
2005-06-12,2005-06-12,0,32.5,28.28,24.1,75.25,"2005","06","12",80,"05/24",2005
2005-06-13,2005-06-13,0,33.9,28.48,24.3,75.75,"2005","06","13",270,"05/24",2005
2005-06-14,2005-06-14,0,33.9,28.88,24.3,74.75,"2005","06","14",237,"05/24",2005
2005-06-15,2005-06-15,0,33.5,28.9,25.1,77.75,"2005","06","15",197,"05/24",2005
2005-06-16,2005-06-16,0,34.3,29.02,24.7,77.5,"2005","06","16",200,"05/24",2005
2005-06-17,2005-06-17,0,33.3,27.88,24.1,87.25,"2005","06","17",171,"05/24",2005
2005-06-18,2005-06-18,0,34.9,28.94,24.5,78.25,"2005","06","18",84,"05/25",2005
2005-06-19,2005-06-19,0,34.3,29.02,24.7,81.25,"2005","06","19",69,"05/25",2005
2005-06-20,2005-06-20,0,33.9,28.86,24.9,79.75,"2005","06","20",284,"05/25",2005
2005-06-21,2005-06-21,0,33.7,29.22,25.1,76.75,"2005","06","21",238,"05/25",2005
2005-06-22,2005-06-22,0,34.1,28.14,23.3,84.25,"2005","06","22",203,"05/25",2005
2005-06-23,2005-06-23,7.5,29.7,25.54,23.1,93.5,"2005","06","23",197,"05/25",2005
2005-06-24,2005-06-24,15,31.3,26.02,22.7,89,"2005","06","24",206,"05/25",2005
2005-06-25,2005-06-25,0,32.7,26.54,23.3,88.25,"2005","06","25",95,"05/26",2005
2005-06-26,2005-06-26,0.4,30.1,25.1,23.3,97.25,"2005","06","26",78,"05/26",2005
2005-06-27,2005-06-27,15.7,31.9,26.38,22.3,88.75,"2005","06","27",309,"05/26",2005
2005-06-28,2005-06-28,0,33.1,27.62,23.5,85.75,"2005","06","28",297,"05/26",2005
2005-06-29,2005-06-29,0,33.9,28.06,23.3,83.75,"2005","06","29",235,"05/26",2005
2005-06-30,2005-06-30,0,34.3,28.18,24.3,84.5,"2005","06","30",225,"05/26",2005
2005-07-01,2005-07-01,0,32.5,27.18,23.7,92,"2005","07","01",242,"05/26",2005
2005-07-02,2005-07-02,0,30.9,26.62,23.7,91,"2005","07","02",152,"05/27",2005
2005-07-03,2005-07-03,6.7,32.1,26.9,22.9,91.25,"2005","07","03",124,"05/27",2005
2005-07-04,2005-07-04,0,34.5,27.94,22.9,78,"2005","07","04",465,"05/27",2005
2005-07-05,2005-07-05,0,31.5,26.98,24.3,82.25,"2005","07","05",371,"05/27",2005
2005-07-06,2005-07-06,0.6,32.5,27.02,22.9,78,"2005","07","06",331,"05/27",2005
2005-07-07,2005-07-07,11,32.5,27.22,23.1,80.75,"2005","07","07",298,"05/27",2005
2005-07-08,2005-07-08,0,31.5,26.66,24.1,83.25,"2005","07","08",249,"05/27",2005
2005-07-09,2005-07-09,0,32.7,27.3,24.1,82,"2005","07","09",166,"05/28",2005
2005-07-10,2005-07-10,0,31.9,27.5,24.7,81.75,"2005","07","10",141,"05/28",2005
2005-07-11,2005-07-11,3.3,30.9,25.46,22.7,92,"2005","07","11",409,"05/28",2005
2005-07-12,2005-07-12,17.8,31.5,25.86,22.7,84,"2005","07","12",359,"05/28",2005
2005-07-13,2005-07-13,0,31.5,26.62,23.7,83,"2005","07","13",349,"05/28",2005
2005-07-14,2005-07-14,0.2,33.3,27.38,23.5,78.5,"2005","07","14",290,"05/28",2005
2005-07-15,2005-07-15,0,33.5,27.82,23.5,77.25,"2005","07","15",238,"05/28",2005
2005-07-16,2005-07-16,0,33.3,27.9,23.3,74.5,"2005","07","16",125,"05/29",2005
2005-07-17,2005-07-17,0,33.9,28.06,23.1,77.75,"2005","07","17",104,"05/29",2005
2005-07-18,2005-07-18,0,33.7,28.76,25.1,73,"2005","07","18",416,"05/29",2005
2005-07-19,2005-07-19,0,33.5,28.02,24.1,75.25,"2005","07","19",340,"05/29",2005
2005-07-20,2005-07-20,0,31.9,26.9,23.5,82.5,"2005","07","20",273,"05/29",2005
2005-07-21,2005-07-21,0,32.9,27.34,23.9,83.5,"2005","07","21",320,"05/29",2005
2005-07-22,2005-07-22,0,32.7,27.58,24.3,88.5,"2005","07","22",284,"05/29",2005
2005-07-23,2005-07-23,11.4,31.9,26.54,22.7,90,"2005","07","23",149,"05/30",2005
2005-07-24,2005-07-24,0,33.1,27.14,22.9,90,"2005","07","24",136,"05/30",2005
2005-07-25,2005-07-25,0,34.3,27.7,22.7,85.75,"2005","07","25",439,"05/30",2005
2005-07-26,2005-07-26,0,34.5,27.54,21.7,83,"2005","07","26",376,"05/30",2005
2005-07-27,2005-07-27,0,35.7,28.62,24.1,81.5,"2005","07","27",321,"05/30",2005
2005-07-28,2005-07-28,0,35.3,28.82,23.3,81,"2005","07","28",183,"05/30",2005
2005-07-29,2005-07-29,0,34.7,28.98,23.5,81.5,"2005","07","29",263,"05/30",2005
2005-07-30,2005-07-30,0,31.9,27.42,24.3,91.25,"2005","07","30",181,"05/31",2005
2005-07-31,2005-07-31,1.4,34.7,29.06,23.7,82,"2005","07","31",117,"05/31",2005
2005-08-01,2005-08-01,0,34.5,28.74,23.9,80.5,"2005","08","01",503,"05/31",2005
2005-08-02,2005-08-02,0,35.1,28.94,23.9,80.25,"2005","08","02",418,"05/31",2005
2005-08-03,2005-08-03,0,33.9,28.58,23.7,83,"2005","08","03",337,"05/31",2005
2005-08-04,2005-08-04,0,34.5,28.34,23.9,83,"2005","08","04",290,"05/31",2005
2005-08-05,2005-08-05,0,35,28.8,23.3,80,"2005","08","05",244,"05/31",2005
2005-08-06,2005-08-06,0,35.5,28.58,23.7,83.25,"2005","08","06",135,"05/32",2005
2005-08-07,2005-08-07,0,35.7,29.02,23.5,81.25,"2005","08","07",110,"05/32",2005
2005-08-08,2005-08-08,0,34.9,29.14,24.9,85.5,"2005","08","08",399,"05/32",2005
2005-08-09,2005-08-09,0,34.9,29.32,25.6,84.5,"2005","08","09",323,"05/32",2005
2005-08-10,2005-08-10,4.6,31.5,26.34,23.7,84.5,"2005","08","10",277,"05/32",2005
2005-08-11,2005-08-11,0,33.3,27.66,23.7,80.25,"2005","08","11",245,"05/32",2005
2005-08-12,2005-08-12,0,33.3,28.92,25.8,81.25,"2005","08","12",232,"05/32",2005
2005-08-13,2005-08-13,0,35.3,27.9,23.9,86.25,"2005","08","13",122,"05/33",2005
2005-08-14,2005-08-14,0,35.3,28.1,23.7,83.5,"2005","08","14",98,"05/33",2005
2005-08-15,2005-08-15,0,35.3,28.74,24.1,78.75,"2005","08","15",361,"05/33",2005
2005-08-16,2005-08-16,0,34.7,28.98,23.7,80.75,"2005","08","16",267,"05/33",2005
2005-08-17,2005-08-17,0,35.9,29.84,25.8,79.5,"2005","08","17",232,"05/33",2005
2005-08-18,2005-08-18,0,35.1,27.46,24.1,92,"2005","08","18",226,"05/33",2005
2005-08-19,2005-08-19,2.6,34.1,27.54,23.1,89.25,"2005","08","19",226,"05/33",2005
2005-08-20,2005-08-20,2.7,35.5,27.78,23.3,80,"2005","08","20",98,"05/34",2005
2005-08-21,2005-08-21,0,34.9,27.78,23.1,86.25,"2005","08","21",47,"05/34",2005
2005-08-22,2005-08-22,0,34.5,27.26,23.9,86,"2005","08","22",327,"05/34",2005
2005-08-23,2005-08-23,3.3,34.9,29.18,23.7,79,"2005","08","23",209,"05/34",2005
2005-08-24,2005-08-24,0,34.9,28.86,24.5,84.25,"2005","08","24",209,"05/34",2005
2005-08-25,2005-08-25,0,32.3,27.82,23.5,86.75,"2005","08","25",200,"05/34",2005
2005-08-26,2005-08-26,3,34.5,26.9,23.7,91.75,"2005","08","26",129,"05/34",2005
2005-08-27,2005-08-27,0,35.7,28.34,22.9,85.25,"2005","08","27",55,"05/35",2005
2005-08-28,2005-08-28,0,36.1,28.78,23.5,78.75,"2005","08","28",29,"05/35",2005
2005-08-29,2005-08-29,0,36.3,29.86,24.1,75.5,"2005","08","29",339,"05/35",2005
2005-08-30,2005-08-30,0,36.7,29.98,25.1,78.75,"2005","08","30",251,"05/35",2005
2005-08-31,2005-08-31,0,37.3,30.54,24.7,75.5,"2005","08","31",195,"05/35",2005
2005-09-01,2005-09-01,0,37.1,30.54,24.7,72,"2005","09","01",186,"05/35",2005
2005-09-02,2005-09-02,2.2,34.5,28.22,24.1,88.5,"2005","09","02",144,"05/35",2005
2005-09-03,2005-09-03,5.6,31.7,26.42,22.9,89,"2005","09","03",134,"05/36",2005
2005-09-04,2005-09-04,0,34.5,28.1,22.7,83,"2005","09","04",90,"05/36",2005
2005-09-05,2005-09-05,0,35.9,29.1,24.1,80.75,"2005","09","05",172,"05/36",2005
2005-09-06,2005-09-06,9.2,34.9,28.86,24.1,82.75,"2005","09","06",262,"05/36",2005
2005-09-07,2005-09-07,0,35.1,27.78,24.1,87,"2005","09","07",98,"05/36",2005
2005-09-08,2005-09-08,0,34.7,28.7,23.9,88,"2005","09","08",329,"05/36",2005
2005-09-09,2005-09-09,0.9,36.7,30.34,24.5,77.5,"2005","09","09",229,"05/36",2005
2005-09-10,2005-09-10,0,36.9,29.62,24.3,80,"2005","09","10",122,"05/37",2005
2005-09-11,2005-09-11,0,36.9,30.38,24.3,77,"2005","09","11",89,"05/37",2005
2005-09-12,2005-09-12,0,35.7,29.02,24.1,92.75,"2005","09","12",356,"05/37",2005
2005-09-13,2005-09-13,0.2,35.3,28.86,24.7,84,"2005","09","13",310,"05/37",2005
2005-09-14,2005-09-14,0.5,28.7,24.78,23.1,96.5,"2005","09","14",249,"05/37",2005
2005-09-15,2005-09-15,0,33.5,27.18,21.5,89.5,"2005","09","15",228,"05/37",2005
2005-09-16,2005-09-16,0,32.3,26.86,24.1,89.5,"2005","09","16",214,"05/37",2005
2005-09-17,2005-09-17,0,28.7,25.1,23.3,97.25,"2005","09","17",100,"05/38",2005
2005-09-18,2005-09-18,21.3,34.7,27.62,22.5,87.5,"2005","09","18",108,"05/38",2005
2005-09-19,2005-09-19,0,35.9,29.26,24.3,84,"2005","09","19",368,"05/38",2005
2005-09-20,2005-09-20,0,34.9,29.22,25.1,85.75,"2005","09","20",307,"05/38",2005
2005-09-21,2005-09-21,0,36.7,30.06,24.7,83.25,"2005","09","21",253,"05/38",2005
2005-09-22,2005-09-22,0,37.9,30.48,26.4,75,"2005","09","22",268,"05/38",2005
2005-09-23,2005-09-23,0,37.5,29.9,24.3,76.75,"2005","09","23",283,"05/38",2005
2005-09-24,2005-09-24,0,36.9,30.38,24.5,75.25,"2005","09","24",146,"05/39",2005
2005-09-25,2005-09-25,0,36.7,29.56,25.8,79.5,"2005","09","25",102,"05/39",2005
2005-09-26,2005-09-26,0,37.7,30.26,24.7,81,"2005","09","26",363,"05/39",2005
2005-09-27,2005-09-27,0,33.7,29.44,26.6,89,"2005","09","27",279,"05/39",2005
2005-09-28,2005-09-28,0,36.1,27.62,23.9,89.5,"2005","09","28",222,"05/39",2005
2005-09-29,2005-09-29,6,32.7,26.54,22.3,87.5,"2005","09","29",210,"05/39",2005
